band_digits,family,sample_index,seed,probable_prime_reps,exponent_vector,factor_digit_lengths,d_value,n_digits,n_bits,n_log10,leading16,trailing16,z_sci,neg_log10_z,status
9,squarefree_6,0,1729,64,"1,1,1,1,1,1","2,2,2,1,2,2",64,9,30,8.801288549081015740849009,632832171,632832171,1.445622764376730714160586e-273,272.839945021511487966319273,ok
9,squarefree_6,1,1729,64,"1,1,1,1,1,1","2,2,1,1,2,2",64,9,30,8.766163207012244105135397,583664403,583664403,1.773946764292911674755805e-272,271.751059417379567259197305,ok
9,squarefree_6,2,1729,64,"1,1,1,1,1,1","2,2,2,1,2,2",64,9,28,8.192670083002606494306870,155836822,155836822,1.064700423757400715748746e-254,253.972772573080801323512972,ok
9,squarefree_6,3,1729,64,"1,1,1,1,1,1","2,2,1,1,2,3",64,9,28,8.325939132041558589703311,211806426,211806426,7.868408642084321271558995e-259,258.104113093288316280802654,ok
9,smooth_4321,0,1729,64,"4,3,2,1","1,1,2,3",120,9,30,8.735202706335013351553861,543503952,543503952,4.197979623472139800063317e-516,515.376959673765787741677792,ok
9,smooth_4321,1,1729,64,"4,3,2,1","1,1,2,3",120,9,27,8.075799990113010004462072,119069352,119069352,3.371324706996065009632661e-477,476.472199416667590263262246,ok
9,smooth_4321,2,1729,64,"4,3,2,1","1,1,2,3",120,9,30,8.860670339297733600988742,725555000,725555000,1.661307330651601909022175e-523,522.779550018566282458335799,ok
9,smooth_4321,3,1729,64,"4,3,2,1","1,1,2,3",120,9,29,8.599038786587813855571510,397227024,397227024,4.536402606654515771347120e-508,507.343288408681017478719111,ok
10,probable_prime,0,1729,64,"1","10",2,10,31,9.306132203864815728442814,2023635101,2023635101,1,0.000000000000000000000000,ok
10,probable_prime,1,1729,64,"1","10",2,10,34,9.945872047746205708138422,8828197649,8828197649,1,0.000000000000000000000000,ok
10,probable_prime,2,1729,64,"1","10",2,10,33,9.926607695403025487554605,8445156371,8445156371,1,0.000000000000000000000000,ok
10,probable_prime,3,1729,64,"1","10",2,10,31,9.137455016453726844139221,1372318811,1372318811,1,0.000000000000000000000000,ok
10,semiprime_balanced,0,1729,64,"1,1","5,5",4,10,32,9.458000723269998035913161,2870785363,2870785363,3.483367349187644579752582e-10,9.458000723269998035913161,ok
10,semiprime_balanced,1,1729,64,"1,1","5,5",4,10,32,9.565468625149175984372952,3676788301,3676788301,2.719764963699496932227646e-10,9.565468625149175984372952,ok
10,semiprime_balanced,2,1729,64,"1,1","5,5",4,10,31,9.158222599298708442642550,1439536229,1439536229,6.946681714948349521531910e-10,9.158222599298708442642550,ok
10,semiprime_balanced,3,1729,64,"1,1","5,5",4,10,32,9.582422033071189136998771,3823156121,3823156121,2.615639980034181816243962e-10,9.582422033071189136998771,ok
10,prime_square,0,1729,64,"2","5",3,10,31,9.215531776452560348322104,1642599841,1642599841,2.467369044387969108539564e-5,4.607765888226280174161052,ok
10,prime_square,1,1729,64,"2","5",3,10,33,9.779242003375379111762713,6015088249,6015088249,1.289374266668385832355558e-5,4.889621001687689555881356,ok
10,prime_square,2,1729,64,"2","5",3,10,34,9.958941955611847882818395,9097916689,9097916689,1.048404852017655137707977e-5,4.979470977805923941409198,ok
10,prime_square,3,1729,64,"2","5",3,10,33,9.706507916123664499921002,5087540929,5087540929,1.401993634948897332006113e-5,4.853253958061832249960501,ok
10,prime_cube,0,1729,64,"3","4",4,10,32,9.465096686372910690874694,2918076589,2918076589,3.426914851274316570037086e-10,9.465096686372910690874694,ok
10,prime_cube,1,1729,64,"3","4",4,10,31,9.223352156863773661402367,1672446203,1672446203,5.979265570433418598876152e-10,9.223352156863773661402367,ok
10,prime_cube,2,1729,64,"3","4",4,10,33,9.685970874326805727257178,4852559557,4852559557,2.060768112691089635605270e-10,9.685970874326805727257178,ok
10,prime_cube,3,1729,64,"3","4",4,10,34,9.989413566492208235777468,9759185353,9759185353,1.024675691493652482532166e-10,9.989413566492208235777468,ok
10,squarefree_3,0,1729,64,"1,1,1","4,4,2",8,10,30,9.025127799575503761551804,1059565477,1059565477,8.406526788954763607322312e-28,27.075383398726511284655413,ok
10,squarefree_3,1,1729,64,"1,1,1","4,4,2",8,10,32,9.341585631382030459626183,2195763853,2195763853,9.445894829865248616141348e-29,28.024756894146091378878549,ok
10,squarefree_3,2,1729,64,"1,1,1","4,4,2",8,10,32,9.629921106569053146921012,4265020339,4265020339,1.288951808782536215760748e-29,28.889763319707159440763036,ok
10,squarefree_3,3,1729,64,"1,1,1","4,4,4",8,10,33,9.724890706300426818830864,5307508597,5307508597,6.688486904577064850955208e-30,29.174672118901280456492592,ok
10,squarefree_6,0,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,10,33,9.868853921200317238629826,7393565441,7393565441,1.162862706649542832000826e-306,305.934471557209834397524615,ok
10,squarefree_6,1,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,10,32,9.578377995197468134501638,3787721117,3787721117,1.175661100750990981177014e-297,296.929717851121512169550789,ok
10,squarefree_6,2,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,10,32,9.618039364584339830070428,4149916559,4149916559,6.930741450155746844929490e-299,298.159220302114534732183277,ok
10,squarefree_6,3,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,10,33,9.705308733261145965011525,5073512483,5073512483,1.365932595827434811947973e-301,300.864570731095524915357263,ok
10,smooth_4321,0,1729,64,"4,3,2,1","1,1,2,3",120,10,34,9.981276527394894564739164,9578037375,9578037375,1.272579385135924861647233e-589,588.895315116298779319610678,ok
10,smooth_4321,1,1729,64,"4,3,2,1","1,1,2,3",120,10,31,9.169147599283327456777644,1476208152,1476208152,1.047831963671356369678625e-541,540.979708357716319949880980,ok
10,smooth_4321,2,1729,64,"4,3,2,1","1,1,2,3",120,10,33,9.753134188396724801574819,5664142728,5664142728,3.673524025842208763840802e-576,575.434917115406763292914339,ok
10,smooth_4321,3,1729,64,"4,3,2,1","1,1,2,3",120,10,31,9.285891427884524169887414,1931485392,1931485392,1.356456137118286258974613e-548,547.867594245186926023357445,ok
11,probable_prime,0,1729,64,"1","11",2,11,36,10.797673904782760243127255,62758695067,62758695067,1,0.000000000000000000000000,ok
11,probable_prime,1,1729,64,"1","11",2,11,34,10.230207299867358713014264,16990544611,16990544611,1,0.000000000000000000000000,ok
11,probable_prime,2,1729,64,"1","11",2,11,36,10.618853867586186886730869,41577068747,41577068747,1,0.000000000000000000000000,ok
11,probable_prime,3,1729,64,"1","11",2,11,36,10.757267647624211429241403,57183093689,57183093689,1,0.000000000000000000000000,ok
11,semiprime_balanced,0,1729,64,"1,1","6,5",4,11,34,10.107479619537482128138073,12807949883,12807949883,7.807650788260037104019327e-11,10.107479619537482128138073,ok
11,semiprime_balanced,1,1729,64,"1,1","6,6",4,11,37,10.839649613155487165959914,69127302989,69127302989,1.446606415643217999870115e-11,10.839649613155487165959914,ok
11,semiprime_balanced,2,1729,64,"1,1","6,6",4,11,37,10.960187452360252153987115,91240457101,91240457101,1.096005030852744324635209e-11,10.960187452360252153987115,ok
11,semiprime_balanced,3,1729,64,"1,1","6,6",4,11,36,10.812724543822423763034297,64971746899,64971746899,1.539130541702259979432726e-11,10.812724543822423763034297,ok
11,prime_square,0,1729,64,"2","6",3,11,36,10.631659507915218521492318,42821266489,42821266489,4.832482011085713733430627e-6,5.315829753957609260746159,ok
11,prime_square,1,1729,64,"2","6",3,11,36,10.714378861430769875689749,51805856881,51805856881,4.393499378319837967742928e-6,5.357189430715384937844875,ok
11,prime_square,2,1729,64,"2","6",3,11,35,10.295927396174821713571726,19766391649,19766391649,7.112729652258647301074733e-6,5.147963698087410856785863,ok
11,prime_square,3,1729,64,"2","6",3,11,34,10.048010266006151313355808,11168896489,11168896489,9.462259776879914461171617e-6,5.024005133003075656677904,ok
11,prime_cube,0,1729,64,"3","4",4,11,34,10.029043491452302850674150,10691619427,10691619427,9.353120047227434856581152e-11,10.029043491452302850674150,ok
11,prime_cube,1,1729,64,"3","4",4,11,36,10.694353153511960322979934,49471280711,49471280711,2.021374796908479412662683e-11,10.694353153511960322979934,ok
11,prime_cube,2,1729,64,"3","4",4,11,35,10.280021664064118521205208,19055557711,19055557711,5.247812817479178738900359e-11,10.280021664064118521205208,ok
11,prime_cube,3,1729,64,"3","4",4,11,36,10.716173969778913621300758,52020433837,52020433837,1.922321530676549324834113e-11,10.716173969778913621300758,ok
11,squarefree_3,0,1729,64,"1,1,1","4,4,4",8,11,37,10.935314836543271150053216,86161814551,86161814551,1.563347380806220595038334e-33,32.805944509629813450159649,ok
11,squarefree_3,1,1729,64,"1,1,1","4,4,4",8,11,36,10.594855816740439509193111,39341944079,39341944079,1.642224586173668553663288e-32,31.784567450221318527579332,ok
11,squarefree_3,2,1729,64,"1,1,1","4,4,4",8,11,37,10.912383805317665756331976,81730434043,81730434043,1.831675700750556858311683e-33,32.737151415952997268995928,ok
11,squarefree_3,3,1729,64,"1,1,1","4,4,4",8,11,37,10.842691145248320052639588,69613127429,69613127429,2.964330102484947913703160e-33,32.528073435744960157918765,ok
11,squarefree_6,0,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,11,36,10.590657963766781290466145,38963500193,38963500193,4.893314430974984425256658e-329,328.310396876770220004450497,ok
11,squarefree_6,1,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,11,35,10.345875748881596202940929,22175618873,22175618873,1.896058726876503321943391e-321,320.722148215329482291168791,ok
11,squarefree_6,2,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,11,34,10.045791785263748788847883,11111988551,11111988551,3.805876196972510555259676e-312,311.419545343176212454284384,ok
11,squarefree_6,3,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,11,34,10.036378409620695411080868,10873726609,10873726609,7.451939181241808094836118e-312,311.127730698241557743506901,ok
11,smooth_4321,0,1729,64,"4,3,2,1","1,1,2,3",120,11,35,10.412974854439510042238943,25880630625,25880630625,4.310062700272371932775273e-615,614.365516411931092492097648,ok
11,smooth_4321,1,1729,64,"4,3,2,1","1,1,2,3",120,11,37,10.951666794774926395556832,89467807527,89467807527,7.106554783080390920106502e-647,646.148340891720657337853075,ok
11,smooth_4321,2,1729,64,"4,3,2,1","1,1,2,3",120,11,34,10.124612654499130676476966,13323326000,13323326000,4.444811877124414423963297e-598,597.352146615448709912140972,ok
11,smooth_4321,3,1729,64,"4,3,2,1","1,1,2,3",120,11,35,10.259755361043406427809375,18186761061,18186761061,4.725346918893710802950250e-606,605.325566301560979240753123,ok
12,probable_prime,0,1729,64,"1","12",2,12,40,11.782881274451581844772076,606570485303,606570485303,1,0.000000000000000000000000,ok
12,probable_prime,1,1729,64,"1","12",2,12,40,11.989597820525232579376276,976332666917,976332666917,1,0.000000000000000000000000,ok
12,probable_prime,2,1729,64,"1","12",2,12,39,11.555543193103953161416518,359371136521,359371136521,1,0.000000000000000000000000,ok
12,probable_prime,3,1729,64,"1","12",2,12,38,11.410302457512897806141402,257218651769,257218651769,1,0.000000000000000000000000,ok
12,semiprime_balanced,0,1729,64,"1,1","6,6",4,12,39,11.631550734800523006549670,428105428453,428105428453,2.335873206778983978052061e-12,11.631550734800523006549670,ok
12,semiprime_balanced,1,1729,64,"1,1","6,6",4,12,38,11.422771320449122598408262,264710592703,264710592703,3.777710554718828478282666e-12,11.422771320449122598408262,ok
12,semiprime_balanced,2,1729,64,"1,1","6,6",4,12,38,11.303372143218811124871861,201081512483,201081512483,4.973107610201324845183977e-12,11.303372143218811124871861,ok
12,semiprime_balanced,3,1729,64,"1,1","6,6",4,12,40,11.771707245005786287701634,591163000823,591163000823,1.691580830680927216942868e-12,11.771707245005786287701634,ok
12,prime_square,0,1729,64,"2","6",3,12,40,11.966894421687490211023208,926604535609,926604535609,1.038849868533549137079357e-6,5.983447210843745105511604,ok
12,prime_square,1,1729,64,"2","6",3,12,37,11.056874339663972329420555,113991991129,113991991129,2.961848430368424326253528e-6,5.528437169831986164710277,ok
12,prime_square,2,1729,64,"2","6",3,12,37,11.024250324543829347627634,105742682761,105742682761,3.075210421273075610198628e-6,5.512125162271914673813817,ok
12,prime_square,3,1729,64,"2","6",3,12,40,11.934643756657255292790978,860287785289,860287785289,1.078147354711557847457243e-6,5.967321878328627646395489,ok
12,prime_cube,0,1729,64,"3","4",4,12,40,11.765527444217573809897062,582810602977,582810602977,1.715823279281457985800360e-12,11.765527444217573809897062,ok
12,prime_cube,1,1729,64,"3","4",4,12,40,11.887534180522790705521419,771852260717,771852260717,1.295584726371165579267559e-12,11.887534180522790705521419,ok
12,prime_cube,2,1729,64,"3","4",4,12,37,11.084078778994452243534687,121360897351,121360897351,8.239886337588621279771803e-12,11.084078778994452243534687,ok
12,prime_cube,3,1729,64,"3","4",4,12,39,11.493496901728327462102336,311527867139,311527867139,3.209985704276696335180632e-12,11.493496901728327462102336,ok
12,squarefree_3,0,1729,64,"1,1,1","4,4,4",8,12,38,11.211753421234425444025065,162837123209,162837123209,2.316006299317038062041795e-34,33.635260263703276332075195,ok
12,squarefree_3,1,1729,64,"1,1,1","4,4,4",8,12,38,11.259696999467852662775073,181843172429,181843172429,1.663064149422356632767902e-34,33.779090998403557988325220,ok
12,squarefree_3,2,1729,64,"1,1,1","4,4,4",8,12,37,11.111264681593219352637361,129200644949,129200644949,4.636667520216691709085690e-34,33.333794044779658057912082,ok
12,squarefree_3,3,1729,64,"1,1,1","4,4,4",8,12,38,11.402525253650219713245805,252653462051,252653462051,6.200464695702737609467386e-35,34.207575760950659139737416,ok
12,squarefree_6,0,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,12,38,11.228973641417864363919286,169423496933,169423496933,7.976587177686535193324767e-349,348.098182883953795281497856,ok
12,squarefree_6,1,1729,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,12,38,11.247462364623670445359237,176791900561,176791900561,2.131408516031055205803596e-349,348.671333303333783806136359,ok
12,squarefree_6,2,1729,64,"1,1,1,1,1,1","2,2,2,2,2,3",64,12,40,11.920296024223022441789254,832330911991,832330911991,2.956808847692946132950140e-370,369.529176750913695695466863,ok
12,squarefree_6,3,1729,64,"1,1,1,1,1,1","2,2,2,2,2,4",64,12,40,11.771044382937719468894247,590261399143,590261399143,1.252057081626886750599219e-365,364.902375871069303535721652,ok
12,smooth_4321,0,1729,64,"4,3,2,1","1,1,2,3",120,12,40,11.988029843427456381885246,972814070375,972814070375,5.084394471030684692758151e-708,707.293760762219926531229498,ok
12,smooth_4321,1,1729,64,"4,3,2,1","1,1,2,4",120,12,39,11.739846411921219522866542,549346563297,549346563297,2.233889550620460874523932e-693,692.650938303351951849125997,ok
12,smooth_4321,2,1729,64,"4,3,2,1","1,1,2,4",120,12,39,11.464222507071563338624595,291220878123,291220878123,4.081991375325403709947109e-677,676.389127917222236978851080,ok
12,smooth_4321,3,1729,64,"4,3,2,1","1,1,2,3",120,12,39,11.495630126934821099463492,313061835303,313061835303,5.725619863091550344422596e-679,678.242177489154444868346015,ok
13,probable_prime,0,1729,64,"1","13",2,13,42,12.513015508524455993648876,3258483367397,3258483367397,1,0.000000000000000000000000,ok
13,probable_prime,1,1729,64,"1","13",2,13,43,12.771539079203380793017847,5909341373219,5909341373219,1,0.000000000000000000000000,ok
13,probable_prime,2,1729,64,"1","13",2,13,42,12.458297347103917080023969,2872746783799,2872746783799,1,0.000000000000000000000000,ok
13,probable_prime,3,1729,64,"1","13",2,13,43,12.721649404053120637695090,5268044126321,5268044126321,1,0.000000000000000000000000,ok
13,semiprime_balanced,0,1729,64,"1,1","7,7",4,13,44,12.993608392261747730740598,9853905482599,9853905482599,1.014826052234719333865781e-13,12.993608392261747730740598,ok
13,semiprime_balanced,1,1729,64,"1,1","7,7",4,13,44,12.984896861783801294027935,9658214841013,9658214841013,1.035388026111785263367445e-13,12.984896861783801294027935,ok
13,semiprime_balanced,2,1729,64,"1,1","7,7",4,13,44,12.979108732282446537760697,9530347410167,9530347410167,1.049279692504385870163338e-13,12.979108732282446537760697,ok
13,semiprime_balanced,3,1729,64,"1,1","7,7",4,13,43,12.901242263215024628928394,7966035972113,7966035972113,1.255329505792764924492286e-13,12.901242263215024628928394,ok
13,prime_square,0,1729,64,"2","7",3,13,43,12.777955225697130859307490,5997292429969,5997292429969,4.083404350540663153033337e-7,6.388977612848565429653745,ok
13,prime_square,1,1729,64,"2","7",3,13,42,12.571358958674598429200453,3726996274849,3726996274849,5.179889803024330460393786e-7,6.285679479337299214600227,ok
13,prime_square,2,1729,64,"2","7",3,13,43,12.925775750491502418223162,8428994112529,8428994112529,3.444388453996575588999037e-7,6.462887875245751209111581,ok
13,prime_square,3,1729,64,"2","7",3,13,43,12.696204160076203051035279,4968258223681,4968258223681,4.486399256334459270000031e-7,6.348102080038101525517639,ok
13,prime_cube,0,1729,64,"3","5",4,13,42,12.420297974552383438779694,2632073268943,2632073268943,3.799286333702954118265873e-13,12.420297974552383438779694,ok
13,prime_cube,1,1729,64,"3","5",4,13,42,12.457507141383376969637418,2867524527743,2867524527743,3.487328496496209717373175e-13,12.457507141383376969637418,ok
13,prime_cube,2,1729,64,"3","5",4,13,43,12.941158858485278977703828,8732907467857,8732907467857,1.145094006412727565031956e-13,12.941158858485278977703828,ok
13,prime_cube,3,1729,64,"3","5",4,13,42,12.438104887807504802340212,2742236377973,2742236377973,3.646658647053532663576402e-13,12.438104887807504802340212,ok
13,squarefree_3,0,1729,64,"1,1,1","5,5,4",8,13,42,12.534647197629246910485069,3424894496411,3424894496411,2.489192060606530607303152e-38,37.603941592887740731455206,ok
13,squarefree_3,1,1729,64,"1,1,1","5,5,3",8,13,41,12.173643440283193926112433,1491569314777,1491569314777,3.013489476202049743312215e-37,36.520930320849581778337298,ok
13,squarefree_3,2,1729,64,"1,1,1","5,5,3",8,13,40,12.001271770245435180299909,1002932651041,1002932651041,9.912533984137905375318261e-37,36.003815310736305540899728,ok
13,squarefree_3,3,1729,64,"1,1,1","5,5,4",8,13,43,12.849163814044229753446453,7065840245137,7065840245137,2.834709491506957611128185e-39,38.547491442132689260339360,ok
13,squarefree_6,0,1729,64,"1,1,1,1,1,1","3,3,3,1,2,2",64,13,42,12.451495602253692183702186,2828105472983,2828105472983,1.008408110827441697342786e-386,385.996363669864457694767777,ok
13,squarefree_6,1,1729,64,"1,1,1,1,1,1","3,3,3,1,2,2",64,13,42,12.585652429213087983529210,3851699783915,3851699783915,6.994790224028781336626971e-391,390.155225305605727489405503,ok
13,squarefree_6,2,1729,64,"1,1,1,1,1,1","3,3,3,1,2,3",64,13,44,12.998673345309970998563194,9969499256439,9969499256439,1.099325483272517917477132e-403,402.958873704609100955459021,ok
13,squarefree_6,3,1729,64,"1,1,1,1,1,1","3,3,2,1,2,3",64,13,41,12.137404687188513059793399,1372159785734,1372159785734,5.501165328524663147685571e-377,376.259545302843904853595380,ok
13,smooth_4321,0,1729,64,"4,3,2,1","1,2,1,4",120,13,43,12.829522582978071663164803,6753401702500,6753401702500,1.143319483114127088458002e-757,756.941832395706228126723376,ok
13,smooth_4321,1,1729,64,"4,3,2,1","1,2,2,4",120,13,42,12.528416727297140340989973,3376111080429,3376111080429,6.659062475419702873303015e-740,739.176586910531280118408384,ok
13,smooth_4321,2,1729,64,"4,3,2,1","1,2,2,4",120,13,42,12.535008567105050127868736,3427745482179,3427745482179,2.719534300609511375279159e-740,739.565505459197957544255434,ok
13,smooth_4321,3,1729,64,"4,3,2,1","1,2,1,5",120,13,41,12.264615183570597859636278,1839141666288,1839141666288,2.441766714950205880129160e-724,723.612295830665273718540410,ok
14,probable_prime,0,1729,64,"1","14",2,14,44,13.050366757562199785693118,11229663884267,11229663884267,1,0.000000000000000000000000,ok
14,probable_prime,1,1729,64,"1","14",2,14,45,13.426589585585302828847644,26704815730729,26704815730729,1,0.000000000000000000000000,ok
14,probable_prime,2,1729,64,"1","14",2,14,46,13.808258124241145686911634,64306981424801,64306981424801,1,0.000000000000000000000000,ok
14,probable_prime,3,1729,64,"1","14",2,14,47,13.854093419302949349457692,71465003497801,71465003497801,1,0.000000000000000000000000,ok
14,semiprime_balanced,0,1729,64,"1,1","7,7",4,14,44,13.020528302260935147170894,10484031140707,10484031140707,9.538315811722818930992985e-14,13.020528302260935147170894,ok
14,semiprime_balanced,1,1729,64,"1,1","7,7",4,14,46,13.820741775145761516072559,66182287693439,66182287693439,1.510978291702562717121979e-14,13.820741775145761516072559,ok
14,semiprime_balanced,2,1729,64,"1,1","7,7",4,14,44,13.047978839241038859282348,11168088305609,11168088305609,8.954083927665269556449111e-14,13.047978839241038859282348,ok
14,semiprime_balanced,3,1729,64,"1,1","7,7",4,14,44,13.186460062491402872612506,15362435146319,15362435146319,6.509384680719778010566867e-14,13.186460062491402872612506,ok
14,prime_square,0,1729,64,"2","7",3,14,44,13.197926848737108078245815,15773455639561,15773455639561,2.517888971671482968621312e-7,6.598963424368554039122908,ok
14,prime_square,1,1729,64,"2","7",3,14,45,13.374941805547887751662725,23710559683801,23710559683801,2.053662614858782970783158e-7,6.687470902773943875831363,ok
14,prime_square,2,1729,64,"2","7",3,14,47,13.866643578218107316734132,73560314646361,73560314646361,1.165945393413877618407293e-7,6.933321789109053658367066,ok
14,prime_square,3,1729,64,"2","7",3,14,44,13.091860790131265147608563,12355513231681,12355513231681,2.844917029417295559283661e-7,6.545930395065632573804281,ok
14,prime_cube,0,1729,64,"3","5",4,14,47,13.935057690128151577588188,86110813111679,86110813111679,1.161294341400630014336516e-14,13.935057690128151577588188,ok
14,prime_cube,1,1729,64,"3","5",4,14,47,13.908952063940576650714553,81087155146187,81087155146187,1.233240946975093720880354e-14,13.908952063940576650714553,ok
14,prime_cube,2,1729,64,"3","5",4,14,45,13.405529373463263937137156,25440718553531,25440718553531,3.930706587142393234046458e-14,13.405529373463263937137156,ok
14,prime_cube,3,1729,64,"3","5",4,14,47,13.886178048271121307244266,76944582633437,76944582633437,1.299636655076793530675378e-14,13.886178048271121307244266,ok
14,squarefree_3,0,1729,64,"1,1,1","5,5,5",8,14,46,13.622174692388422464883267,41896205623919,41896205623919,1.359802774107226190831143e-41,40.866524077165267394649801,ok
14,squarefree_3,1,1729,64,"1,1,1","5,5,5",8,14,45,13.299012151462621645732099,19907290383619,19907290383619,1.267545464475153778741610e-40,39.897036454387864937196296,ok
14,squarefree_3,2,1729,64,"1,1,1","5,5,5",8,14,45,13.498979184136517404698577,31548534066901,31548534066901,3.184655413243968681723127e-41,40.496937552409552214095732,ok
14,squarefree_3,3,1729,64,"1,1,1","5,5,5",8,14,45,13.383830008704183096872960,24200815943797,24200815943797,7.055210466666310128099737e-41,40.151490026112549290618881,ok
14,squarefree_6,0,1729,64,"1,1,1,1,1,1","3,3,3,2,2,2",64,14,44,13.039220215808475537441407,10945112146151,10945112146151,6.083777325953348969690330e-405,404.215826690062741660683626,ok
14,squarefree_6,1,1729,64,"1,1,1,1,1,1","3,3,3,2,2,2",64,14,44,13.204623767406353699476553,16018570885201,16018570885201,4.535897274217862599685534e-410,409.343336789596964683773150,ok
14,squarefree_6,2,1729,64,"1,1,1,1,1,1","3,3,3,2,2,2",64,14,46,13.655053904932518700423313,45191203252913,45191203252913,4.935474894356455136201690e-424,423.306671052908079713122688,ok
14,squarefree_6,3,1729,64,"1,1,1,1,1,1","3,3,3,2,2,2",64,14,45,13.508446139412144562549228,32243794115413,32243794115413,1.730492327996503211508232e-419,418.761830321776481439026081,ok
14,smooth_4321,0,1729,64,"4,3,2,1","1,2,2,4",120,14,47,13.989422041908582756211955,97593758089461,97593758089461,4.208230574780164791293903e-826,825.375900472606382616505358,ok
14,smooth_4321,1,1729,64,"4,3,2,1","1,2,2,4",120,14,46,13.651353525457640283865000,44807790123153,44807790123153,3.716567270372422212552115e-806,805.429858002000776748034988,ok
14,smooth_4321,2,1729,64,"4,3,2,1","1,2,2,4",120,14,45,13.263234593150914934397107,18333044522896,18333044522896,2.945499844170743386349559e-783,782.530840995903981129429287,ok
14,smooth_4321,3,1729,64,"4,3,2,1","1,2,2,4",120,14,46,13.841108990568066478123856,69359985003472,69359985003472,2.369024523714023292498850e-817,816.625430443515922209307488,ok
15,probable_prime,0,1729,64,"1","15",2,15,49,14.671565397296584898476572,469424116212017,469424116212017,1,0.000000000000000000000000,ok
15,probable_prime,1,1729,64,"1","15",2,15,48,14.240760670978213534096598,174084727083713,174084727083713,1,0.000000000000000000000000,ok
15,probable_prime,2,1729,64,"1","15",2,15,48,14.343426402137075607509767,220509041832553,220509041832553,1,0.000000000000000000000000,ok
15,probable_prime,3,1729,64,"1","15",2,15,50,14.959403186721725334140473,910758402632693,910758402632693,1,0.000000000000000000000000,ok
15,semiprime_balanced,0,1729,64,"1,1","8,8",4,15,50,14.965903747608955753689680,924493256418707,924493256418707,1.081673655331776339963910e-15,14.965903747608955753689680,ok
15,semiprime_balanced,1,1729,64,"1,1","8,8",4,15,50,14.837759475211407258685976,688271006468797,688271006468797,1.452916061553342999736905e-15,14.837759475211407258685976,ok
15,semiprime_balanced,2,1729,64,"1,1","8,8",4,15,50,14.943316241505549512274340,877639662007027,877639662007027,1.139419790706761947969830e-15,14.943316241505549512274340,ok
15,semiprime_balanced,3,1729,64,"1,1","8,8",4,15,50,14.859834599931661373763092,724160112814043,724160112814043,1.380910080940608083341747e-15,14.859834599931661373763092,ok
15,prime_square,0,1729,64,"2","8",3,15,49,14.516994934390471365614056,328847795173921,328847795173921,5.514454184012152533552559e-8,7.258497467195235682807028,ok
15,prime_square,1,1729,64,"2","8",3,15,48,14.354206691559660541471142,226051134790009,226051134790009,6.651148650046288669029997e-8,7.177103345779830270735571,ok
15,prime_square,2,1729,64,"2","8",3,15,47,14.129044834551145645429356,134599930161841,134599930161841,8.619410861543731313655965e-8,7.064522417275572822714678,ok
15,prime_square,3,1729,64,"2","8",3,15,49,14.690632909620686063931968,490493108232241,490493108232241,4.515268130844704170694474e-8,7.345316454810343031965984,ok
15,prime_cube,0,1729,64,"3","5",4,15,50,14.884846957137391341625873,767091123253421,767091123253421,1.303626087809171236102692e-15,14.884846957137391341625873,ok
15,prime_cube,1,1729,64,"3","5",4,15,48,14.371931984951323140340216,235468048747751,235468048747751,4.246860690094163740302459e-15,14.371931984951323140340216,ok
15,prime_cube,2,1729,64,"3","5",4,15,50,14.763232549080148361944521,579739042742887,579739042742887,1.724914015224428859445298e-15,14.763232549080148361944521,ok
15,prime_cube,3,1729,64,"3","5",4,15,47,14.047274654841151974103973,111499945432091,111499945432091,8.968614254695304989383187e-15,14.047274654841151974103973,ok
15,squarefree_3,0,1729,64,"1,1,1","5,5,5",8,15,48,14.184110540417216570311229,152795491715257,152795491715257,2.803292265344713586003513e-43,42.552331621251649710933686,ok
15,squarefree_3,1,1729,64,"1,1,1","5,5,5",8,15,48,14.201145201557537475121688,158907795043259,158907795043259,2.492093860873825848685660e-43,42.603435604672612425365063,ok
15,squarefree_3,2,1729,64,"1,1,1","5,5,5",8,15,47,14.040900468234230071161530,109875399773813,109875399773813,7.538737047331503224445082e-43,42.122701404702690213484589,ok
15,squarefree_3,3,1729,64,"1,1,1","5,5,5",8,15,48,14.201272734766048292513394,158954466133303,158954466133303,2.489899372224376640144260e-43,42.603818204298144877540182,ok
15,squarefree_6,0,1729,64,"1,1,1,1,1,1","3,3,3,3,3,3",64,15,50,14.977585026823871588070348,949696914085937,949696914085937,4.952952562104703182227711e-465,464.305135831540019230180774,ok
15,squarefree_6,1,1729,64,"1,1,1,1,1,1","3,3,3,3,3,3",64,15,49,14.553130272458468225110253,357380023009619,357380023009619,7.127899271234270961079680e-452,451.147038446212514978417846,ok
